date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,wind_speed_10m_max,et0_fao_evapotranspiration
2017-04-14,22.3,9.7,15.5,0.7,45,23.0,4.74
2017-04-15,23.2,6.7,15.1,0.0,43,17.6,4.54
2017-04-16,20.1,11.9,15.6,2.0,59,10.2,3.19
2017-04-17,14.9,7.1,10.9,12.4,74,12.2,1.8
2017-04-18,12.8,5.6,8.7,6.8,70,17.9,2.93
2017-04-19,17.8,5.9,10.9,0.5,62,26.0,3.22
2017-04-20,11.7,4.3,7.7,5.0,65,21.9,2.66
2017-04-21,10.3,2.6,6.0,0.3,52,22.1,3.32
2017-04-22,12.3,0.9,6.5,0.0,52,11.2,2.94
2017-04-23,16.3,5.9,9.9,1.3,57,20.2,3.59
2017-04-24,16.4,3.4,9.3,0.0,48,19.4,4.23
2017-04-25,19.2,5.0,12.3,0.0,46,14.3,4.53
2017-04-26,21.9,8.5,14.8,0.0,49,12.5,4.76
2017-04-27,25.4,10.3,17.5,0.0,47,11.7,5.19
2017-04-28,27.1,13.0,19.7,0.0,47,11.1,5.26
2017-04-29,27.1,14.1,19.7,1.2,53,16.0,3.78
2017-04-30,21.4,14.1,17.3,5.0,69,9.3,2.66
2017-05-01,23.5,13.3,17.2,15.2,64,10.5,4.13
2017-05-02,26.1,11.5,19.0,0.0,50,12.5,5.41
2017-05-03,27.0,13.9,20.4,0.0,41,16.7,5.81
2017-05-04,26.6,13.9,20.5,0.0,43,16.3,5.5
2017-05-05,22.4,13.8,17.7,1.8,65,12.5,3.72
2017-05-06,20.0,11.5,15.4,2.6,61,21.9,4.04
2017-05-07,20.6,9.9,14.8,11.8,70,16.3,3.43
2017-05-08,19.6,11.3,15.4,0.7,63,18.4,3.56
2017-05-09,17.5,10.2,13.6,12.7,75,10.9,2.05
2017-05-10,18.7,10.0,13.7,0.6,67,15.5,3.34
2017-05-11,21.0,10.3,15.4,0.0,67,9.2,4.35
2017-05-12,22.8,12.6,17.3,1.4,70,10.3,3.36
2017-05-13,29.4,15.7,22.0,0.5,57,23.7,5.6
2017-05-14,25.5,16.1,20.4,0.3,51,20.9,5.78
2017-05-15,22.5,12.9,18.0,1.6,64,11.0,4.07
2017-05-16,23.7,14.1,18.7,0.1,54,13.4,4.07
2017-05-17,22.0,12.8,17.2,3.4,52,21.7,4.32
2017-05-18,22.3,10.5,16.4,0.0,51,19.4,5.12
2017-05-19,20.7,10.0,15.3,0.5,50,12.0,4.12
2017-05-20,25.9,11.1,18.7,0.0,43,18.6,5.25
2017-05-21,21.9,13.4,18.1,1.7,53,18.0,4.63
2017-05-22,23.3,11.9,18.0,2.1,52,15.9,4.51
2017-05-23,22.8,13.4,18.0,0.5,62,17.9,3.77
2017-05-24,23.7,13.4,17.5,2.6,62,16.8,4.11
2017-05-25,20.9,14.1,16.8,22.1,80,12.4,3.0
2017-05-26,20.3,13.6,16.2,16.6,84,14.9,2.92
2017-05-27,17.7,13.6,15.3,9.9,80,13.4,2.4
2017-05-28,20.2,12.4,15.9,0.6,68,14.7,3.7
2017-05-29,22.8,12.9,17.6,0.1,62,9.4,4.32
2017-05-30,24.3,12.3,18.7,0.0,56,11.5,5.26
2017-05-31,28.6,14.2,22.0,0.6,51,11.7,5.6
2017-06-01,29.8,17.5,23.4,0.0,57,11.4,5.5
2017-06-02,29.5,16.4,22.8,1.8,62,13.9,5.08
2017-06-03,23.7,17.7,20.5,17.5,80,13.5,2.73
2017-06-04,23.0,17.0,19.3,4.1,85,11.7,3.0
2017-06-05,24.0,16.0,20.0,0.1,71,11.2,4.54
2017-06-06,25.5,15.8,20.8,0.0,67,9.7,4.93
2017-06-07,26.5,18.6,22.5,1.9,69,7.8,4.55
2017-06-08,22.9,15.4,19.8,16.7,77,10.9,2.57
2017-06-09,21.7,13.8,17.6,4.9,64,15.6,4.04
2017-06-10,24.4,14.4,19.5,0.0,62,10.6,4.64
2017-06-11,23.2,16.0,19.1,2.2,71,11.8,3.88
2017-06-12,24.3,14.4,19.7,0.3,66,9.7,4.39
2017-06-13,29.7,16.7,23.3,0.0,57,15.6,5.86
2017-06-14,29.0,20.0,24.3,0.0,49,19.2,6.78
2017-06-15,26.8,17.7,22.4,0.1,51,12.0,6.1
2017-06-16,26.7,16.5,21.5,0.4,61,11.2,5.01
2017-06-17,24.5,16.2,19.9,2.9,60,21.7,3.7
2017-06-18,20.6,12.6,16.7,1.1,60,17.4,4.48
2017-06-19,23.0,13.5,18.0,11.2,67,19.7,4.08
2017-06-20,26.2,15.2,21.4,0.8,57,14.7,4.66
2017-06-21,29.5,14.5,22.6,0.0,55,13.2,5.58
2017-06-22,29.9,16.7,23.7,0.9,56,10.7,5.35
2017-06-23,32.4,16.8,25.2,0.0,53,13.9,6.4
2017-06-24,32.0,21.1,26.7,0.1,46,15.4,6.72
2017-06-25,32.5,17.8,26.3,0.0,49,12.7,6.24
2017-06-26,32.9,20.5,26.5,0.0,54,15.8,6.06
2017-06-27,33.1,18.6,25.9,0.0,56,12.3,6.14
2017-06-28,32.2,21.4,26.1,0.5,59,10.2,5.42
2017-06-29,36.5,23.8,29.7,3.9,48,16.3,6.75
2017-06-30,38.0,21.0,30.2,0.0,41,7.3,6.57
2017-07-01,38.7,24.1,31.9,0.0,37,13.9,7.21
2017-07-02,35.1,23.4,30.0,1.3,42,20.5,6.83
2017-07-03,25.2,17.8,21.3,43.6,76,14.6,2.59
2017-07-04,25.0,17.1,20.6,1.6,64,15.8,4.42
2017-07-05,27.4,14.3,21.3,0.0,56,15.8,5.43
2017-07-06,28.2,16.9,22.7,0.0,55,13.4,5.81
2017-07-07,30.3,18.5,24.5,0.0,47,14.0,6.46
2017-07-08,31.5,18.6,24.3,0.0,54,14.0,5.7
2017-07-09,31.9,20.2,26.4,0.0,49,12.2,6.07
2017-07-10,31.7,21.2,26.4,0.0,54,13.5,5.88
2017-07-11,34.1,21.0,27.5,0.0,48,16.1,6.4
2017-07-12,35.6,22.1,28.3,0.0,45,13.3,6.43
2017-07-13,33.3,22.6,28.3,0.9,45,12.6,5.62
2017-07-14,30.2,18.8,24.8,0.0,41,13.3,6.38
2017-07-15,29.1,19.2,23.5,0.8,51,17.2,5.13
2017-07-16,20.8,14.9,17.3,37.5,83,11.4,1.03
2017-07-17,22.9,15.6,18.9,7.7,70,16.3,3.24
2017-07-18,24.7,16.1,20.6,0.4,64,13.0,4.03
2017-07-19,27.2,14.5,21.4,0.4,59,10.1,4.54
2017-07-20,28.0,16.7,22.8,0.0,54,8.6,5.2
2017-07-21,29.5,18.6,24.5,0.0,49,11.6,5.68
2017-07-22,31.3,17.5,25.2,0.0,49,9.0,5.98
2017-07-23,33.4,23.2,28.9,0.0,44,11.9,5.95
2017-07-24,32.9,22.6,29.2,0.0,41,9.1,5.98
2017-07-25,31.6,21.9,26.6,1.5,51,14.1,5.88
2017-07-26,28.6,18.3,22.6,5.0,70,15.2,4.72
2017-07-27,21.8,18.1,19.6,15.5,82,11.3,2.08
2017-07-28,25.9,16.0,20.7,0.0,55,21.7,5.75
2017-07-29,29.1,18.2,23.2,0.0,54,20.6,6.12
2017-07-30,29.3,16.1,23.4,0.0,56,9.3,5.49
2017-07-31,29.7,18.5,24.0,0.0,63,12.8,5.44
2017-08-01,29.9,18.8,24.1,0.0,55,10.9,5.66
2017-08-02,31.5,20.0,25.7,0.0,50,13.0,6.12
2017-08-03,33.5,20.2,26.7,0.0,49,9.7,5.7
2017-08-04,34.8,20.4,27.7,0.0,41,13.2,6.15
2017-08-05,34.6,23.7,29.5,0.2,40,12.2,5.85
2017-08-06,35.1,25.4,30.2,0.0,41,13.0,5.49
2017-08-07,35.1,26.2,30.6,0.4,40,13.4,6.19
2017-08-08,33.7,23.8,28.3,0.3,55,13.9,5.59
2017-08-09,32.5,21.9,26.8,0.5,61,14.6,5.51
2017-08-10,32.2,21.5,26.4,0.2,57,18.9,5.18
2017-08-11,33.4,21.6,27.7,0.0,46,14.9,5.76
2017-08-12,34.0,21.9,28.0,0.0,44,19.6,6.52
2017-08-13,26.8,18.9,23.4,4.6,49,22.1,4.43
2017-08-14,27.8,17.3,22.2,0.2,59,14.4,4.25
2017-08-15,29.4,18.5,23.7,0.6,57,13.9,4.53
2017-08-16,29.5,19.2,24.3,0.3,53,16.7,5.26
2017-08-17,30.1,20.3,25.0,0.0,43,19.6,6.2
2017-08-18,30.7,20.2,25.8,0.0,35,17.0,6.53
2017-08-19,33.4,19.2,26.1,0.0,34,15.8,5.75
2017-08-20,33.1,19.9,26.6,0.0,38,14.8,6.09
2017-08-21,28.6,19.5,22.7,5.8,54,13.0,4.33
2017-08-22,25.4,16.7,20.6,0.0,47,14.0,4.75
2017-08-23,25.7,12.6,19.7,0.0,43,14.8,5.5
2017-08-24,27.3,13.3,20.3,0.0,40,10.5,5.15
2017-08-25,28.4,16.2,22.4,0.0,39,11.2,5.29
2017-08-26,30.2,17.0,23.4,0.0,39,9.7,5.34
2017-08-27,32.4,16.5,24.8,0.0,41,10.5,5.39
2017-08-28,33.5,17.6,26.0,0.0,38,16.7,5.49
2017-08-29,23.3,17.2,20.3,14.2,71,17.6,1.74
2017-08-30,23.4,14.9,19.0,6.3,68,11.5,3.75
2017-08-31,25.3,13.5,19.6,0.0,55,12.0,4.43
2017-09-01,28.4,16.6,22.2,0.0,49,8.4,4.61
2017-09-02,31.0,20.2,25.0,0.0,49,8.9,4.82
2017-09-03,29.3,20.2,24.6,0.4,49,23.5,5.05
2017-09-04,24.3,14.7,19.8,0.0,51,21.4,4.78
2017-09-05,23.0,11.5,17.4,0.0,50,11.9,3.11
2017-09-06,24.1,13.3,18.4,0.0,45,18.9,4.24
2017-09-07,28.6,14.0,21.3,0.0,43,7.9,4.65
2017-09-08,29.7,16.6,23.8,0.0,42,13.0,4.93
2017-09-09,29.5,18.7,23.5,2.3,45,13.8,4.81
2017-09-10,29.3,16.1,22.7,0.0,53,6.4,4.25
2017-09-11,30.8,17.5,25.0,0.0,44,17.6,5.54
2017-09-12,30.2,18.6,24.1,0.0,45,28.1,5.6
2017-09-13,29.6,17.8,23.9,0.0,47,16.7,4.83
2017-09-14,29.6,16.7,23.2,0.0,51,8.0,4.35
2017-09-15,32.0,19.1,25.3,0.0,41,12.8,5.11
2017-09-16,31.1,18.1,25.0,0.0,35,14.2,5.07
2017-09-17,32.6,20.1,25.8,0.0,40,9.4,4.55
2017-09-18,32.0,18.8,26.2,0.0,41,19.4,5.2
2017-09-19,29.9,19.2,24.5,0.1,51,13.4,4.57
2017-09-20,29.6,19.9,23.6,0.3,57,26.0,4.01
2017-09-21,22.7,14.8,18.6,0.0,48,18.4,3.97
2017-09-22,18.0,10.9,14.2,0.0,54,28.0,3.55
2017-09-23,21.1,11.7,15.6,0.0,53,20.2,3.67
2017-09-24,25.1,10.4,17.8,0.0,46,14.1,3.79
2017-09-25,22.8,15.8,19.1,0.2,46,15.8,2.81
2017-09-26,18.8,15.3,16.5,17.5,84,14.0,1.28
2017-09-27,15.8,13.1,14.6,10.7,84,8.9,0.58
2017-09-28,16.1,12.8,14.0,0.4,72,13.7,1.52
2017-09-29,15.7,10.1,12.7,0.1,62,14.3,1.72
2017-09-30,14.5,9.9,12.0,1.0,65,6.6,1.5
2017-10-01,15.8,9.4,12.3,0.1,72,10.8,1.83
2017-10-02,16.1,9.6,12.8,0.0,64,7.3,2.25
2017-10-03,18.1,9.1,12.9,0.0,68,8.8,2.66
2017-10-04,22.4,9.3,15.3,0.0,62,10.8,2.78
2017-10-05,23.6,9.2,15.8,0.0,58,16.6,3.38
2017-10-06,24.2,12.3,18.5,0.0,52,16.6,3.37
2017-10-07,14.5,4.8,10.2,27.7,80,23.5,0.59
2017-10-08,15.0,4.8,9.4,2.1,65,24.1,2.46
2017-10-09,17.2,9.8,12.7,0.0,56,17.6,2.81
2017-10-10,19.8,6.1,13.0,0.0,64,11.8,2.75
2017-10-11,18.8,11.1,15.2,0.0,60,9.8,2.37
2017-10-12,20.1,7.9,14.8,0.0,65,9.8,2.52
2017-10-13,22.5,9.6,15.9,0.0,55,14.4,3.19
2017-10-14,19.6,10.2,14.4,0.0,60,14.6,2.76
2017-10-15,22.8,8.1,15.2,0.0,60,12.6,2.73
2017-10-16,21.0,10.2,15.5,0.0,59,10.4,2.56
2017-10-17,23.4,14.6,18.6,0.0,56,6.4,2.66
2017-10-18,23.1,13.8,18.9,0.0,53,8.1,2.59
2017-10-19,23.6,14.3,18.9,0.0,52,7.2,2.56
2017-10-20,24.8,14.8,19.5,0.0,45,6.2,2.65
2017-10-21,25.2,12.9,19.4,0.0,44,10.4,2.88
2017-10-22,23.0,10.6,16.5,0.0,55,17.1,2.79
2017-10-23,16.6,11.7,13.8,6.9,77,17.7,1.48
2017-10-24,13.5,10.8,12.1,38.3,88,13.5,0.63
2017-10-25,11.4,7.7,9.9,5.6,79,10.3,0.55
2017-10-26,18.4,4.2,10.2,0.0,77,10.9,1.85
2017-10-27,18.5,6.1,11.5,0.0,77,10.0,1.93
2017-10-28,14.3,7.0,10.4,2.1,68,19.6,1.43
2017-10-29,15.1,6.3,10.1,0.0,59,18.7,2.24
2017-10-30,11.8,6.0,8.4,0.7,51,30.5,2.9
2017-10-31,10.0,3.7,6.2,0.0,47,21.0,2.43
2017-11-01,10.3,2.8,5.7,0.0,59,11.7,1.65
2017-11-02,14.2,0.3,7.7,0.0,59,9.7,1.64
2017-11-03,15.5,3.0,9.7,0.0,62,9.2,1.22
2017-11-04,11.5,6.8,9.1,0.5,83,5.7,0.88
2017-11-05,12.7,6.2,9.1,0.1,76,8.2,1.32
2017-11-06,12.2,5.3,9.0,0.0,71,10.4,1.52
2017-11-07,10.3,5.7,8.3,0.0,86,10.7,0.69
2017-11-08,11.4,8.3,9.7,2.0,85,20.2,0.72
2017-11-09,14.9,7.9,10.7,0.2,84,8.6,1.14
2017-11-10,14.9,3.5,9.1,0.0,77,8.2,1.43
2017-11-11,13.9,5.9,9.4,0.7,82,8.4,0.91
2017-11-12,16.3,6.6,11.1,0.3,82,7.6,1.33
2017-11-13,16.9,10.3,13.0,0.0,78,16.0,1.33
2017-11-14,16.8,10.3,13.1,1.4,85,12.0,1.02
2017-11-15,12.6,9.5,10.8,5.4,96,17.9,0.26
2017-11-16,9.6,8.6,9.1,2.1,93,14.9,0.34
2017-11-17,9.6,8.2,8.9,5.0,92,11.9,0.28
2017-11-18,10.0,8.9,9.3,6.0,92,10.6,0.31
2017-11-19,10.8,7.6,9.1,3.0,90,8.2,0.63
2017-11-20,7.9,2.7,5.3,9.5,73,20.9,0.96
2017-11-21,8.8,1.9,5.0,0.0,57,19.3,1.76
2017-11-22,12.8,6.8,9.5,0.0,49,21.6,2.24
2017-11-23,16.0,5.8,10.6,0.0,63,15.8,1.78
2017-11-24,12.8,5.7,9.5,0.0,76,9.9,1.13
2017-11-25,8.1,6.8,7.5,0.6,95,6.4,0.33
2017-11-26,10.2,5.8,7.8,0.0,87,7.7,0.72
2017-11-27,8.0,2.1,5.7,21.9,89,10.7,0.25
2017-11-28,5.9,0.2,3.0,1.5,71,16.0,0.99
2017-11-29,6.4,-1.8,2.0,0.0,76,6.5,0.88
2017-11-30,11.1,-0.1,6.5,0.0,75,21.4,0.89
2017-12-01,15.5,11.2,12.8,5.1,85,19.8,0.8
2017-12-02,13.5,9.8,11.5,21.1,92,18.2,0.46
2017-12-03,16.3,8.7,11.9,7.0,85,17.4,0.97
2017-12-04,9.1,2.4,6.8,1.2,80,13.0,0.83
2017-12-05,5.2,-0.2,2.0,0.0,62,21.6,1.35
2017-12-06,6.7,0.1,3.1,0.0,67,27.7,1.36
2017-12-07,11.4,2.3,6.1,0.0,58,20.3,1.72
2017-12-08,10.8,-0.2,4.1,0.0,58,8.2,1.06
2017-12-09,10.2,2.4,6.4,0.0,54,12.4,1.23
2017-12-10,6.9,-1.8,2.9,1.7,61,32.6,1.32
2017-12-11,7.1,-1.6,2.5,0.0,47,10.1,1.14
2017-12-12,11.7,3.7,7.5,0.0,54,8.7,1.12
2017-12-13,14.0,2.5,8.2,0.0,76,8.3,0.94
2017-12-14,14.6,5.0,9.8,0.0,72,7.9,1.04
2017-12-15,12.6,3.5,7.5,0.0,73,8.9,1.0
2017-12-16,15.4,5.7,10.4,0.4,71,14.8,1.24
2017-12-17,9.4,3.1,6.3,11.6,85,12.2,0.31
2017-12-18,4.1,-1.0,1.5,2.0,85,12.5,0.47
2017-12-19,4.1,-2.4,1.1,6.8,76,14.1,0.67
2017-12-20,3.2,-4.4,-1.6,0.0,72,7.6,0.74
2017-12-21,2.2,-4.9,-1.6,0.0,68,9.7,0.68
2017-12-22,2.0,-5.1,-2.7,0.0,66,10.1,0.74
2017-12-23,5.1,-2.4,0.8,0.0,67,16.7,0.91
2017-12-24,10.4,0.2,5.1,0.0,72,21.9,1.24
2017-12-25,14.3,3.8,9.0,0.0,59,19.1,2.01
2017-12-26,10.6,3.5,7.6,0.0,55,11.3,1.29
2017-12-27,10.2,3.2,6.1,0.0,68,8.5,0.93
2017-12-28,11.8,3.1,7.2,0.3,81,20.1,0.8
2017-12-29,10.3,6.3,8.1,6.1,87,17.8,0.56
2017-12-30,7.7,-0.1,4.1,1.4,82,7.8,0.59
2017-12-31,9.6,-3.0,2.6,0.0,59,15.0,1.31
2018-01-01,11.8,0.9,5.9,0.0,73,10.2,1.05
2018-01-02,10.0,1.5,5.4,0.4,81,6.2,0.68
2018-01-03,8.9,0.6,4.6,0.0,74,17.3,1.14
2018-01-04,7.0,0.9,3.9,0.4,75,14.9,0.66
2018-01-05,8.4,-1.2,3.2,0.0,73,12.4,0.74
2018-01-06,9.7,1.5,6.5,0.0,67,7.1,1.01
2018-01-07,12.2,6.0,8.4,0.0,65,7.1,1.06
2018-01-08,11.3,6.1,9.0,0.0,63,8.8,0.97
2018-01-09,9.8,3.1,6.2,0.0,77,13.2,0.7
2018-01-10,5.3,3.5,4.2,2.8,99,12.4,0.21
2018-01-11,6.3,3.3,4.8,1.3,95,7.8,0.36
2018-01-12,8.3,2.7,4.8,1.2,85,9.7,0.64
2018-01-13,3.5,0.8,2.1,6.3,95,10.4,0.21
2018-01-14,0.7,-2.4,-0.5,0.7,74,15.6,0.64
2018-01-15,-1.4,-3.8,-2.9,3.2,82,13.7,0.42
2018-01-16,3.1,-2.8,-0.9,0.7,87,9.9,0.73
2018-01-17,7.9,-2.7,3.1,0.7,75,13.6,0.91
2018-01-18,5.3,0.5,3.1,2.9,59,36.3,1.75
2018-01-19,11.4,-2.3,3.9,0.0,50,16.5,1.6
2018-01-20,8.8,0.8,4.6,5.8,62,8.6,0.95
2018-01-21,3.5,-2.8,0.6,1.1,88,16.6,0.44
2018-01-22,4.7,-0.3,2.1,2.0,71,16.2,1.04
2018-01-23,3.8,-3.7,0.3,1.5,75,10.5,0.92
2018-01-24,2.5,-4.4,-1.2,0.3,69,11.4,0.89
2018-01-25,2.7,-5.4,-1.8,0.0,53,9.0,1.11
2018-01-26,3.4,-3.6,-0.6,0.0,44,8.9,1.17
2018-01-27,5.5,-2.8,1.3,0.0,53,8.0,1.14
2018-01-28,8.2,-1.1,3.9,0.0,54,5.2,1.17
2018-01-29,13.5,-1.0,6.2,0.0,65,18.4,1.77
2018-01-30,16.3,3.0,8.9,0.0,56,20.8,2.38
2018-01-31,12.4,-0.3,5.7,0.0,54,14.8,1.84
2018-02-01,10.0,2.6,5.7,0.0,64,9.0,1.33
2018-02-02,11.0,2.7,7.0,0.9,71,10.5,0.94
2018-02-03,15.1,5.7,10.5,0.1,72,15.6,1.39
2018-02-04,13.6,-0.1,8.5,5.9,80,19.1,0.67
2018-02-05,8.7,-2.1,2.6,0.0,82,11.6,1.23
2018-02-06,6.9,1.1,3.7,0.0,77,15.8,1.0
2018-02-07,5.6,1.4,3.6,0.1,83,17.7,0.89
2018-02-08,13.9,3.9,7.8,5.2,74,14.0,1.7
2018-02-09,10.7,0.5,6.7,0.0,67,22.2,1.8
2018-02-10,6.3,1.1,4.1,12.5,85,13.6,0.5
2018-02-11,3.2,0.1,2.0,14.7,98,10.5,0.41
2018-02-12,4.9,-1.1,1.8,0.0,81,8.6,0.86
2018-02-13,7.7,-1.0,3.1,0.9,83,21.2,1.12
2018-02-14,6.6,-0.2,4.4,3.2,85,23.1,0.72
2018-02-15,5.5,-3.6,1.0,0.0,72,12.0,1.11
2018-02-16,8.9,-2.4,3.3,0.0,71,7.0,1.5
2018-02-17,8.8,1.1,5.3,0.0,72,9.4,1.54
2018-02-18,6.1,0.1,2.9,0.0,88,8.0,0.79
2018-02-19,4.9,2.1,4.0,7.3,92,13.7,0.41
2018-02-20,2.8,0.8,1.9,5.5,94,18.4,0.39
2018-02-21,4.1,2.1,3.0,7.4,95,17.3,0.37
2018-02-22,4.5,2.0,3.2,7.1,96,10.1,0.42
2018-02-23,3.7,2.0,2.8,1.7,95,11.2,0.34
2018-02-24,4.2,1.3,2.5,0.8,91,12.6,0.64
2018-02-25,3.2,-2.4,0.5,4.5,83,16.1,0.6
2018-02-26,-2.6,-6.1,-4.0,20.6,89,13.2,0.36
2018-02-27,-5.0,-7.7,-6.1,2.5,88,17.6,0.79
2018-02-28,0.7,-11.8,-5.0,6.4,76,13.3,1.17
2018-03-01,-6.7,-15.8,-10.0,0.0,70,12.7,1.02
2018-03-02,2.3,-8.2,-2.8,2.0,86,10.0,0.63
2018-03-03,11.7,0.9,5.4,0.1,73,15.2,2.01
2018-03-04,10.9,3.3,6.1,0.5,80,13.2,1.4
2018-03-05,4.1,0.7,2.5,1.0,90,14.1,0.59
2018-03-06,10.0,2.5,5.1,2.3,93,13.6,1.13
2018-03-07,16.5,4.3,9.8,1.2,76,13.2,2.28
2018-03-08,12.6,6.4,9.4,7.7,76,9.8,1.07
2018-03-09,15.2,4.9,8.6,0.0,65,17.6,2.66
2018-03-10,14.9,4.4,10.6,0.0,53,7.8,2.36
2018-03-11,17.4,7.6,12.8,0.0,56,8.6,2.8
2018-03-12,16.1,8.5,12.4,0.2,71,10.8,2.4
2018-03-13,13.7,8.1,10.9,8.4,74,24.8,2.17
2018-03-14,15.0,7.4,10.2,2.0,68,18.5,2.13
2018-03-15,14.7,4.5,9.1,0.1,69,11.9,2.26
2018-03-16,13.0,5.8,9.1,0.2,71,9.9,1.38
2018-03-17,19.2,6.1,12.1,1.4,71,15.8,2.55
2018-03-18,18.2,8.1,13.6,8.3,67,12.7,1.54
2018-03-19,8.6,2.3,4.0,5.7,95,15.1,0.38
2018-03-20,12.9,1.9,6.4,11.2,80,15.9,2.06
2018-03-21,11.8,3.9,7.1,2.4,83,10.6,1.38
2018-03-22,5.1,-1.4,1.3,12.6,90,15.8,0.42
2018-03-23,4.1,-1.6,0.8,9.0,90,11.9,1.68
2018-03-24,1.8,-0.6,0.4,7.2,93,7.2,1.1
2018-03-25,3.8,-1.1,1.4,1.8,90,18.8,1.09
2018-03-26,9.5,3.5,5.9,2.0,92,19.7,0.84
2018-03-27,10.3,4.2,7.2,3.5,85,10.0,1.37
2018-03-28,9.2,1.6,6.1,3.1,89,10.9,1.21
2018-03-29,14.2,-0.8,6.7,0.0,65,14.5,3.0
2018-03-30,16.1,4.6,10.5,0.0,64,10.8,3.19
2018-03-31,17.9,8.0,12.7,0.0,70,14.3,2.61
2018-04-01,17.3,8.6,11.9,4.1,67,23.7,3.01
2018-04-02,14.7,4.9,9.7,0.0,58,21.8,3.48
2018-04-03,16.4,3.6,9.7,0.0,62,9.4,3.31
2018-04-04,19.2,10.0,13.9,0.0,61,8.2,3.47
2018-04-05,21.9,12.4,16.6,0.2,65,9.7,2.53
2018-04-06,18.3,11.3,15.0,2.3,76,8.9,2.2
2018-04-07,19.3,9.2,13.7,0.0,65,16.3,3.59
2018-04-08,20.4,7.1,13.7,0.0,64,10.5,3.88
2018-04-09,20.8,8.6,14.8,0.0,55,11.8,4.15
2018-04-10,21.3,10.0,15.5,0.0,64,12.8,3.98
2018-04-11,21.8,13.7,17.1,0.0,65,10.4,3.75
2018-04-12,23.9,11.4,18.1,0.0,61,14.5,4.33
2018-04-13,22.3,10.3,16.5,0.0,71,10.2,3.9
2018-04-14,24.6,13.9,18.5,0.2,70,11.2,3.82
2018-04-15,20.0,9.8,15.2,0.0,72,19.5,3.57
2018-04-16,17.2,10.6,14.1,1.5,57,19.6,2.9
2018-04-17,21.6,9.7,15.5,1.5,63,12.9,3.72
2018-04-18,21.7,10.3,16.5,0.0,62,13.8,4.05
2018-04-19,22.9,12.0,17.3,0.1,63,11.0,3.47
2018-04-20,18.0,11.3,15.4,0.7,57,16.3,3.81
2018-04-21,20.5,8.6,14.5,0.0,54,20.9,4.23
2018-04-22,25.9,8.3,17.1,0.0,47,9.9,4.86
2018-04-23,27.6,11.3,20.6,0.0,42,12.3,5.35
2018-04-24,28.3,14.9,21.5,0.0,46,10.6,5.17
2018-04-25,26.7,16.6,21.7,1.8,43,7.9,4.21
2018-04-26,27.1,16.1,22.3,0.1,42,8.0,4.71
2018-04-27,25.5,16.5,21.7,2.9,46,12.5,4.31
2018-04-28,25.0,15.6,19.2,0.0,67,14.7,4.06
2018-04-29,23.8,13.1,17.8,0.0,54,16.1,5.0
2018-04-30,24.3,11.2,17.8,0.0,47,10.9,4.28
2018-05-01,26.9,15.0,20.3,0.6,57,11.9,4.79
2018-05-02,25.2,14.7,19.1,0.0,53,13.2,5.16
2018-05-03,25.3,14.3,19.4,0.0,60,14.8,4.88
2018-05-04,27.8,15.0,20.8,0.5,56,14.0,5.08
2018-05-05,28.3,15.8,21.9,0.0,51,15.3,5.34
2018-05-06,24.3,16.1,19.5,12.7,65,12.4,3.8
2018-05-07,22.9,15.7,19.0,4.5,66,9.4,3.82
2018-05-08,25.1,13.8,19.2,0.0,55,10.9,4.44
2018-05-09,26.5,11.0,19.1,0.0,50,12.3,5.3
2018-05-10,21.7,14.3,17.2,12.1,71,9.0,2.99
2018-05-11,22.3,13.1,17.2,2.4,63,17.6,3.9
2018-05-12,20.7,11.3,16.7,0.4,66,8.7,3.54
2018-05-13,21.4,13.4,17.3,2.4,60,14.0,4.19
2018-05-14,22.2,12.2,17.0,6.1,72,9.3,3.4
2018-05-15,26.3,13.9,20.2,1.3,65,10.6,4.82
2018-05-16,27.2,17.5,21.5,0.1,52,11.4,4.95
2018-05-17,25.6,15.8,20.4,2.1,59,8.6,4.57
2018-05-18,25.2,14.1,19.9,1.8,61,10.8,4.82
2018-05-19,23.8,15.4,18.8,8.8,72,9.7,3.68
2018-05-20,23.9,12.5,18.5,0.1,63,12.1,4.42
2018-05-21,23.3,15.7,19.3,2.0,64,17.9,4.21
2018-05-22,24.9,14.9,19.3,0.0,63,15.8,4.83
2018-05-23,25.2,15.2,20.2,0.0,60,15.0,5.11
2018-05-24,21.5,16.0,18.6,4.2,71,14.0,3.25
2018-05-25,25.1,13.6,19.5,1.7,64,14.5,4.52
2018-05-26,25.3,13.4,20.6,1.3,61,16.1,5.19
2018-05-27,25.2,14.1,19.9,2.3,65,16.6,4.52
2018-05-28,25.6,16.2,20.4,0.8,61,11.5,4.65
2018-05-29,27.2,12.7,20.7,0.1,46,18.5,5.57
2018-05-30,27.1,15.7,22.0,0.0,42,15.1,6.15
2018-05-31,28.2,14.4,21.7,0.0,45,10.5,6.01
2018-06-01,30.7,15.9,23.8,0.0,38,14.4,5.95
2018-06-02,27.9,16.9,22.7,1.5,54,12.6,5.44
2018-06-03,28.4,16.9,22.3,1.8,51,13.7,5.53
2018-06-04,28.3,17.8,22.9,2.1,54,14.2,5.39
2018-06-05,28.8,16.4,22.9,0.7,52,12.6,5.19
2018-06-06,28.9,19.2,23.1,9.3,59,17.7,4.68
